,Location,Year,Longitude,Latitude,Count
1370,Centre Street and 144 Avenue NW,2018.0,-114.07130441301202,51.1833693779226,1
1371,Centre Street and 16 Avenue NE,2018.0,-114.062508492367,51.0670006730502,1
1372,Centre Street and 17 Avenue NE,2018.0,-114.06251054583299,51.0678896632893,1
1373,Centre Street and 17 Avenue SE,2018.0,-114.06355858877599,51.037832233606395,1
1374,Centre Street and 2 Avenue SW,2018.0,-114.062624177523,51.05122681311379,1
1375,Centre Street and 22 Avenue N,2018.0,-114.062517105803,51.0724414119619,1
1376,Centre Street and 23 Avenue NE,2018.0,-114.062518412381,51.0733052306365,1
1377,Centre Street and 25 Avenue NE,2018.0,-114.062521206466,51.07516699363689,1
1378,Centre Street and 31 Avenue NW,2018.0,-114.06253598935601,51.0805232186256,1
1379,Centre Street and 32 Avenue NE,2018.0,-114.062503208985,51.0815094038369,1
1380,Centre Street and 38 Avenue NE,2018.0,-114.06244340397,51.08712393602939,1
1381,Centre Street and 4 Street NW,2018.0,-114.06999394937151,51.1181334848786,2
1382,Centre Street and 40 Avenue NE,2018.0,-114.062433733103,51.0887404631769,2
1383,Centre Street and 5 Avenue SE,2018.0,-114.06279976271799,51.0483883926171,1
1384,Centre Street and 60 Avenue NE,2018.0,-114.06244119875099,51.105414108379605,1
1385,Centre Street and 64 Avenue NE,2018.0,-114.062351865404,51.1105493959168,1
1386,Centre Street and 7 Avenue NE,2018.0,-114.06253421508998,51.058877650848,1
1387,Centre Street and 72 Avenue N,2018.0,-114.069730521088,51.118339414883,1
1388,Centre Street and 72 Avenue NE,2018.0,-114.069730521088,51.118339414883,1
1389,Centre Street and 75 Avenue NE,2018.0,-114.06288152927601,51.0689589686376,1
1390,Centre Street and 78 Avenue N,2018.0,-114.07152891452101,51.1225853835809,1
1391,Centre Street and 78 Avenue NW,2018.0,-114.07152891452101,51.1225853835809,2
1392,Centre Street and 9 Avenue SE,2018.0,-114.06306945505199,51.0446096834821,1
1393,Centre Street and Beddington Boulevard NE,2018.0,-114.060694447329,34.08512519888544,3
1394,Centre Street and Laycock Drive NE,2018.0,-114.062421093999,51.09462087723761,1
1395,Centre Street and Mcknight Bvld NW,2018.0,-114.06242751569401,51.0961033579573,1
1396,Centre Street and Northmount Drive NW,2018.0,-114.062440186523,51.102648984796,1
1397,Centre Street at 64 Avenue NE,2018.0,-114.062351865404,51.1105493959168,1
1398,Centre Street at 68 Avenue NW,2018.0,-114.067707505002,51.1158445450706,1
1399,Centre Street at Northmount Drive NW,2018.0,-114.062440186523,51.102648984796,1
1400,Centre Street at Samis Road NE,2018.0,-114.06200373225401,51.055163023557206,1
1401,Chaparral Boulevard and Stoney Trail SE,2018.0,-114.025651493291,50.8889424507033,1
1402,Chaparral Bvld and 194 Avenue SE,2018.0,-114.025119191404,50.8777959764633,1
1403,Chaparral Drive and 194 Avenue SE,2018.0,-114.037090147463,50.8769821590728,1
1404,Chaparral Drive at Chaparral Boulevard SE,2018.0,-114.025122527868,50.8858509127334,1
1405,Cherokee Drive and Northmount Drive NW,2018.0,-114.111524055995,51.0880536308251,1
1406,Chicoutimi Drive and 24 Street NW,2018.0,-114.117858588054,51.085204253277396,1
1407,Childrens Way and Smith Street NW,2018.0,-114.148652609375,51.07620931733889,1
1408,Citadel Wy and Country Hills Boulevard NW,2018.0,-114.195539727732,51.1426422666175,1
1409,Cityscape Boulevard and Metis Trail NE,2018.0,-113.970221471688,51.147286014726106,2
1410,Cityscape Boulevard at Metis Trail NE,2018.0,-113.970221471688,51.147286014726106,1
1411,Coach Hill Road and Old Banff Coach Road SW,2018.0,-114.18523314314899,51.0626295525197,1
1412,Collegiate Boulevard at Collegiate Place NW,2018.0,-114.135179076189,51.078680307355,1
1413,Coral Springs Boulevard and 68 Street NE,2018.0,-113.935219142544,51.099077652778995,1
1414,Country Hill Bvld and Harvest Hills Gate NE,2018.0,-114.04815559199899,51.1538782371166,1
1415,Country Hills Blvd and Beddington Trail,2018.0,-114.096351032635,51.1430823729571,1
1416,Country Hills Blvd and Shaganappi Trail NW,2018.0,-114.12617881623501,51.1420080609108,1
1417,Country Hills Blvd and Stoney Trail NW,2018.0,-114.209535231494,51.1470209540732,1
1418,Country Hills Boulevard and 14 Street NE,2018.0,-114.0280739491325,51.154321897897105,2
1419,Country Hills Boulevard and 14 Street NW,2018.0,-114.111893718729,51.1441000918388,1
1420,Country Hills Boulevard and 36 Street NE,2018.0,-113.981724722857,51.154459986073796,2
1421,Country Hills Boulevard and Country Hills Drive NW,2018.0,-114.07745166678001,51.1475707976006,2
1422,Country Hills Boulevard and Country Village Way NE,2018.0,-114.060993028051,51.1542495400012,1
1423,Country Hills Boulevard and Coventry Boulevard NE,2018.0,-114.04252136833999,51.1543401471802,3
1424,Country Hills Boulevard and Coventry Hills Boulevard NE,2018.0,-114.052879312838,51.1542925937806,2
1425,Country Hills Boulevard and EdgePark Boulevard NW,2018.0,-114.157011982835,51.1387886892766,1
1426,Country Hills Boulevard and Edgebrook Boulevard NW,2018.0,-114.132063410362,51.1404113065158,1
1427,Country Hills Boulevard and Edgepark Boulevard NW,2018.0,-114.157094971361,51.1384839204687,4
1428,Country Hills Boulevard and Freeport Drive NE,2018.0,-114.00628461114,51.15443423060215,2
1429,Country Hills Boulevard and Hampton Boulevard NW,2018.0,-114.157094883953,51.13883712177171,1
1430,Country Hills Boulevard and Hamptons Boulevard NW,2018.0,-114.157094883953,51.13883712177171,2
1431,Country Hills Boulevard and Harvest Hills Boulevard N,2018.0,-114.0667937360015,51.153150655520946,4
1432,Country Hills Boulevard and Harvest Hills Boulevard NE,2018.0,-114.067076397428,51.1530496087734,2
1433,Country Hills Boulevard and Hawkstone Gate NW,2018.0,-114.172370044307,51.13703216177011,2
1434,Country Hills Boulevard and Metis Trail NE,2018.0,-113.971461619051,51.1542180010021,1
1435,Country Hills Boulevard and Nose Hill Drive NW,2018.0,-114.18196740879064,51.141134050281266,3
1436,Country Hills Boulevard and Panorama Hills Boulevard NW,2018.0,-114.074122673022,51.1484432352485,2
1437,Country Hills Boulevard and Panorama Hills Way NW,2018.0,-114.069393381155,51.151667369679394,1
1438,Country Hills Boulevard and Royal Birch Boulevard NW,2018.0,-114.213839238468,51.1497578652981,1
1439,Country Hills Boulevard and Sarcee Trail NW,2018.0,-114.164924086726,51.1376129285069,2
1440,Country Hills Boulevard and Shaganappi Trail NE,2018.0,-114.123661295364,51.142669146946496,1
1441,Country Hills Boulevard and Shaganappi Trail NW,2018.0,-114.12460275903875,51.14229583193055,4
1442,Country Hills Boulevard and Skyview Ci NE,2018.0,-113.952597969116,51.15418796572251,1
1443,Country Hills Boulevard and Skyview Li NE,2018.0,-113.95568988326599,51.1544359413152,1
1444,Country Hills Boulevard and Stoney Trail NE,2018.0,-113.92889956455099,51.154347932407596,3
1445,Country Hills Boulevard and Stoney Trail NW,2018.0,-114.2070927723295,51.14708644646072,4
1446,Country Hills Boulevard at 14 Street NW,2018.0,-114.10799743497499,51.143336852842104,1
1447,Country Hills Boulevard at 60 Avenue NE,2018.0,-113.947407119652,51.154441859783105,1
1448,Country Hills Boulevard at Barlow Trail NE,2018.0,-113.99082886455601,51.154341313139,1
1449,Country Hills Boulevard at Beddington Trail NW,2018.0,-114.092663342231,51.14390735999121,1
1450,Country Hills Boulevard at Country Hills Drive NW,2018.0,-114.077205637798,51.14736437979361,1
1451,Country Hills Boulevard at Coventry Hills Boulevard NE,2018.0,-114.052392449805,51.15429550972179,1
1452,Country Hills Boulevard at Hamptons Boulevard NW,2018.0,-114.157094883953,51.13883712177171,1
1453,Country Hills Boulevard at Metis Boulevard NE,2018.0,-113.969854394386,51.1543883995681,1
1454,Country Hills Boulevard at Panarama Hills Way NW,2018.0,-114.069158243701,51.151374898453206,1
1455,Country Hills Boulevard at Panorama Hills Boulevard NW,2018.0,-114.074122673022,51.1484432352485,1
1456,Country Hills Boulevard at Panorama Hills Way NW,2018.0,-114.069052619059,51.1513776577242,1
1457,Country Hills Boulevard at Shaganappi Trail NW,2018.0,-114.123645126765,51.14266165773461,2
1458,Country Hills Boulevard between 36 Street and Barlow Trail NE,2018.0,-113.99127593407101,51.154653644766,1
1459,Country Hills Boulevard between Deerfoot Trail and Freeport Drive NE,2018.0,-114.01084540026001,51.1541848413805,1
1460,Country Hills Boulevard west of Stoney Trail NE,2018.0,-113.93209756250401,51.1543091996457,1
1461,Country Hills Bvld and Metis Trail NE,2018.0,-113.971461619051,51.1542180010021,1
1462,Country Hills Cl and Beddington Trail NW,2018.0,-114.083036444373,51.1389230330997,1
1463,Country Hills Road and 96 Avenue NE,2018.0,-114.069321455103,51.1424884257709,1
1464,Country Hills Road and Country Hills Drive NW,2018.0,-114.072946928481,51.1455177773419,1
1465,Country Hills Road and Harvest Hills Boulevard N,2018.0,-114.0694144469455,51.14231860207375,2
1466,Country Hills Road approaching Country Hills Drive NW,2018.0,-114.072946928481,51.1455177773419,1
1467,Country Hills Road at Country Hills Ld NW,2018.0,-114.072185327068,51.14368608350221,1
1468,Country Village Ba and Country Village Ca NE,2018.0,-114.055791679368,51.15894100150621,1
1469,Country Village Road and Coventry Hills Way NE,2018.0,-114.05681641842699,51.1630270697528,1
1470,Country Village Road and Harvest Hills Boulevard N,2018.0,-114.07099021091801,51.160206945401704,1
1471,Country Village Way and Country Village Link NE,2018.0,-114.067790707306,51.15668583524901,1
1472,Country village Road at Country Village Link NE,2018.0,-114.06818493779,51.1603517278555,1
1473,Coventry Boulevard and Country Hills Boulevard NE,2018.0,-114.04252136833999,51.15434014718021,2
1474,Coventry Hills Boulevard and Country Village Ld NE,2018.0,-114.05250848884899,51.1572905999999,1
1475,Coventry Hills Boulevard and Coventry Drive NE,2018.0,-114.052594574919,51.157315552303295,1
1476,Coventry Hills Way and Country Village Road NE,2018.0,-114.05681641842699,51.1630270697528,1
1477,Coventry Hills Way and Coventry Hills Drive NE,2018.0,-114.06020612728999,51.16556537149489,1
1478,Coventry Hills Wy and Covemeadow Road NE,2018.0,-114.062151522452,51.16877829622621,1
1479,Cranston Avenue and Cranberry Road SE,2018.0,-113.976531634013,50.8793057394125,1
1480,Cranston Avenue and Cranston Road SE,2018.0,-113.979058134494,50.879736480868,1
1481,Cranston Avenue and Deerfoot Trail SE,2018.0,-113.965983431211,50.8803689053749,1
1482,Cranston Avenue at Cranberry Road SE,2018.0,-113.976098887866,50.879124413424904,1
1483,Cranston Drive and Cranston Boulevard SE,2018.0,-113.985355557899,50.8918860489645,1
1484,Cranston Drive and Cranston Way SE,2018.0,-113.974827479149,50.88737110723601,1
1485,Cranston Road and Cranston Drive SE,2018.0,-113.97902464734699,50.8821596358624,1
1486,Crowchild Trail and 16 Avenue NW,2018.0,-114.119142157127,51.067085493628795,1
1487,Crowchild Trail and 23 Avenue NW,2018.0,-114.118033424345,51.0710101726926,1
1488,Crowchild Trail and 24 Avenue NW,2018.0,-114.11848189758601,51.074198453364104,1
1489,Crowchild Trail and 33 Avenue SW,2018.0,-114.117852299613,51.0239491044389,1
1490,Crowchild Trail and 40 Avenue NW,2018.0,-114.13571338347799,51.0882403911368,1
1491,Crowchild Trail and Brentwood Wy NW,2018.0,-114.128351428353,51.0857678249209,1
1492,Crowchild Trail and Crowfoot Ri NW,2018.0,-114.21324139592899,51.12535218541161,1
1493,Crowchild Trail and Flanders Avenue SW,2018.0,-114.117503640389,51.0159418131785,1
1494,Crowchild Trail and Glenmore Trail SW,2018.0,-114.1168855075295,50.999543428859056,2
1495,Crowchild Trail and Kensington Road NW,2018.0,-114.11850138363,51.0524923335053,2
1496,Crowchild Trail and Mount Royal Gate SW,2018.0,-114.12076035592199,51.0087673396566,1
1497,Crowchild Trail and Richard Road SW,2018.0,-114.118258733501,51.01360128052939,1
1498,Crowchild Trail and Stoney Trail NW,2018.0,-114.229785977709,51.132616177716095,3
1499,Crowchild Trail at Linden Drive SW,2018.0,-114.118009272811,50.9913350508174,1
1500,Crowchild Trail at Sarcee Trail NW,2018.0,-114.180187910402,51.112037418682604,1
1501,Crowchild Trail at Twelve Mi Coulee Road NW,2018.0,-114.257374268447,51.1428695480381,1
1502,Crowchild Trail exit to Glenmore Trail SW,2018.0,-114.117446263571,50.99954466607429,1
1503,Crowfoot Cr and Crowfoot Wy NW,2018.0,-114.207078273998,51.12555572828,1
1504,Crowfoot Way and Crowfoot Circle NW,2018.0,-114.207078273998,51.12555572828,1
1505,Crowfoot Wy and Crowfoot Cr NW,2018.0,-114.207078273998,51.12555572828,1
1506,Dalhart Road and 53 Street NW,2018.0,-114.158657904895,51.1112387782862,1
1507,Dalhousie Drive and 53 Street NW,2018.0,-114.16244385491501,51.1081516620054,1
1508,Dalhousie Drive and Dalgetty Drive NW,2018.0,-114.15019730863001,51.1033378070548,1
1509,Dalhousie Drive and Dalton Drive NW,2018.0,-114.154781861185,51.1047795213047,1
1510,Dalhousie Road and Dalhousie Drive NW,2018.0,-114.16604502138,51.1096658533615,1
1511,Dartmouth Road and 25 Avenue SE,2018.0,-114.04367967956699,51.0282990020076,1
1512,Deerfoot Trail and 130 Avenue SE,2018.0,-113.97888971727899,50.93198252277799,2
1513,Deerfoot Trail and 16 Avenue NE,2018.0,-114.02745400061532,51.06721180867627,3
1514,Deerfoot Trail and 17 Avenue SE,2018.0,-114.00861199153098,51.037035087453795,1
1515,Deerfoot Trail and 32 Avenue NE,2018.0,-114.03803233444799,51.0866364874556,2
1516,Deerfoot Trail and 64 Av NE,2018.0,-114.04775031569599,51.10992753502379,1
1517,Deerfoot Trail and 64 Avenue NE,2018.0,-114.049232563541,51.110652114009895,2
1518,Deerfoot Trail and Anderson Road SE,2018.0,-114.033912316884,50.948341925177495,1
1519,Deerfoot Trail and Barlow Trail SE,2018.0,-114.00342691408899,51.014959105997704,1
1520,Deerfoot Trail and Beddington Trail NE,2018.0,-114.046154501515,51.122165660174396,1
1521,Deerfoot Trail and Douglasdale Boulevard SE,2018.0,-114.005303753851,50.9467413147404,1
1522,Deerfoot Trail and Glenmore Trail SE,2018.0,-114.03821205821266,50.99433339614706,3
1523,Deerfoot Trail and McKenzie Towne Boulevard SE,2018.0,-113.975556934967,50.9165653292891,1
1524,Deerfoot Trail and Mckenzie Towne Blvd SE,2018.0,-113.975556934967,50.9165653292891,1
1525,Deerfoot Trail and Mcknight Boulevard NE,2018.0,-114.04489160019865,51.09644350024203,3
1526,Deerfoot Trail and Mcknight Bvld NE,2018.0,-114.04781392799299,51.0961475541505,1
1527,Deerfoot Trail and Memorial Drive NE,2018.0,-114.018898940982,51.0532540510806,1
1528,Deerfoot Trail and Memorial Drive SE,2018.0,-114.0183083924255,51.04935898256231,2
1529,Deerfoot Trail and Memorial Trail SE,2018.0,-114.019434255636,51.04885987641721,1
1530,Deerfoot Trail and Seton Boulevard SE,2018.0,-113.973760661509,50.8942465823053,2
1531,Deerfoot Trail and Southland Drive SE,2018.0,-114.036221957794,50.9705895302783,2
1532,Deerfoot Trail and Stoney Trail NE,2018.0,-114.01539845520901,51.176151726822205,1
1533,Deerfoot Trail and Stoney Trail SE,2018.0,-113.98462509986034,50.898024029388864,3
1534,Deerfoot Trail approaching Glenmore Trail SE,2018.0,-114.032900276473,50.9992349751119,1
1535,Deerfoot Trail approaching Mcknight Boulevard NE,2018.0,-114.044067733373,51.0992411066576,1
1536,Deerfoot Trail at Glenmlore Trail SE,2018.0,-114.04125773525699,51.1084716176719,1
1537,Deerfoot Trail at Glenmore Trail SE,2018.0,-114.039173086226,50.9941566757218,1
1538,Deerfoot Trail at Memorial Drive SE,2018.0,-114.019434255636,51.04885987641721,1
1539,Deerfoot Trail at Seton Boulevard SE,2018.0,-113.973760661509,50.8942465823053,1
1540,Deerfoot Trail at Stoney Trail SE,2018.0,-113.986616334736,50.8983208574228,1
1541,Deerfoot Trail between McKnight Boulevard NE and 130 Avenue SE,2018.0,-114.04216696500299,51.096237466012404,1
1542,Deerfoot Trail on the Calf Robe Bridge SE,2018.0,-114.01988572589501,51.008737702321504,1
1543,Deerfoot Trail past 17 Avenue SE,2018.0,-114.006164471336,51.0395868908259,1
1544,Deerfoot Trail south of Cranston Avenue SE,2018.0,-113.96945404945801,50.85621974121679,1
1545,Diamond Drive and Bow Bottom Trail SE,2018.0,-114.029304351581,50.941209066854,1
1546,Discovery Ridge Boulevard and Glenmore Trail SW,2018.0,-114.196269975721,51.013786929118204,1
1547,Discovery Ridge Lane and Discovery Ridge Boulevard SW,2018.0,-114.21402929387699,51.0151711929331,1
1548,Douglas Woods Close and Douglasdale Boulevard SE,2018.0,-113.993931637935,50.9412509725451,1
1549,Douglasdale Blvd and Deerfoot Trail SE,2018.0,-114.005303753851,50.9467413147404,1
1550,Douglasdale Boulevard and Deerfoot Trail SE,2018.0,-114.004262323225,50.9479310786069,1
1551,Douglasdale Boulevard and Douglasbank Gardens SE,2018.0,-114.003368842559,50.9431736598506,1
1552,Dover Cr and 41 Street SE,2018.0,-113.974229835147,51.027894660285796,1
1553,Dover Ridge Drive and 27 Street SE,2018.0,-113.994403126076,51.0187389534052,1
1554,Doverdale Cr and 30 Avenue SE,2018.0,-113.97917208688999,51.026881600686295,1
1555,East Hills Boulevard and 84 Street SE,2018.0,-113.908711638671,51.04035256755321,1
1556,Eastbound  and Westbound Stoney Trail east of Deerfoot Trail NE,2018.0,-114.01539845520901,51.176151726822205,1
1557,Eastbound 114 Avenue and 68 Street SE,2018.0,-113.93522958089899,50.950436656438896,1
1558,Eastbound 12 Avenue and 12 Street SW,2018.0,-114.091379153248,51.042217058732994,1
1559,Eastbound 12 Avenue and 4 Street SW,2018.0,-114.071346891427,51.0416510759904,1
1560,Eastbound 12 Avenue and 5 Street SW,2018.0,-114.074146627015,51.0417337470191,1
1561,Eastbound 12 Avenue and Center Street NW,2018.0,-114.062522832181,51.063347609855796,1
1562,Eastbound 12 Avenue and Macleod Trail SE,2018.0,-114.05840448764401,51.0412866242345,1
1563,Eastbound 12 Avenue at 5 Street SW,2018.0,-114.074146627015,51.0417337470191,1
1564,Eastbound 130 Avenue and 46 Street SE,2018.0,-113.968794969081,50.9320349202896,1
1565,Eastbound 130 Avenue and 52 Street SE,2018.0,-113.95880038234101,50.931567762864,1
1566,Eastbound 130 Avenue and Deerfoot Trail SE,2018.0,-113.97888971727899,50.93198252277799,1
1567,Eastbound 130 Avenue approaching 46 Street SE,2018.0,-113.968794969081,50.9320349202896,1
1568,Eastbound 149 Avenue onto Northbound Macleod Trail SE,2018.0,-114.070242519797,50.9189806040158,1
1569,Eastbound 16 Av at Deerfoot Trail NE,2018.0,-114.02442193863199,51.0665106920031,1
1570,Eastbound 16 Avenue after Sarcee Trail NW,2018.0,-114.184276026625,51.078941621845395,1
1571,Eastbound 16 Avenue and 1 Street NW,2018.0,-114.064982386673,51.066838048810204,1
1572,Eastbound 16 Avenue and 10 Street NW,2018.0,-114.08552182308149,51.06690775680154,2
1573,Eastbound 16 Avenue and 14 Street NW,2018.0,-114.096037227896,51.067017760541496,1
1574,Eastbound 16 Avenue and 19 Street NE,2018.0,-114.01407185794966,51.06698956930864,3
1575,Eastbound 16 Avenue and 4 Street NE,2018.0,-114.0532558289915,51.0669116717028,4
1576,Eastbound 16 Avenue and 44 Street NW,2018.0,-114.159550459188,51.06908383212689,1
1577,Eastbound 16 Avenue and 52 Street NE,2018.0,-113.963310837195,51.0671044015668,2
1578,Eastbound 16 Avenue and 6 Street NE,2018.0,-114.048331498263,51.0668827969071,2
1579,Eastbound 16 Avenue and 68 Street NE,2018.0,-113.93716401310499,51.0670690849092,4
1580,Eastbound 16 Avenue and Barlow Trail NE,2018.0,-114.007756083027,51.0670118241574,1
1581,Eastbound 16 Avenue and Canada Olympic Drive SW,2018.0,-114.209568832121,51.0828814960267,2
1582,Eastbound 16 Avenue and Centre Street N,2018.0,-114.06251036661301,51.0663795736612,1
1583,Eastbound 16 Avenue and Crowchild Trail NW,2018.0,-114.119142157127,51.067085493628795,1
1584,Eastbound 16 Avenue and Deerfoot Trail NE,2018.0,-114.028551292521,51.06737986934221,7
1585,Eastbound 16 Avenue and Edmonton Trail NE,2018.0,-114.05616755207,51.0668426165042,1
1586,Eastbound 16 Avenue and Home Road NW,2018.0,-114.167212267481,51.07422305302261,1
1587,Eastbound 16 Avenue and Old Banff Coach Road NW,2018.0,-114.248622105586,51.0891086727746,1
1588,Eastbound 16 Avenue and Russet Road NE,2018.0,-114.042458475499,51.06690836088001,2
1589,Eastbound 16 Avenue and Sarcee Trail NW,2018.0,-114.189171490387,51.0815034155091,1
1590,Eastbound 16 Avenue and Stoney Trail NW,2018.0,-113.929731671065,51.0670302472081,1
1591,Eastbound 16 Avenue approaching 14 Street NW,2018.0,-114.097917720005,51.066900772749996,1
1592,Eastbound 16 Avenue approaching 19 Street NE,2018.0,-114.01631646688833,51.06686537678172,6
1593,Eastbound 16 Avenue approaching 36 Street NE,2018.0,-113.98789977318324,51.0668128925116,4
1594,Eastbound 16 Avenue approaching 52 Street NE,2018.0,-113.96791093022598,51.06681061258623,3
1595,Eastbound 16 Avenue approaching Barlow Trail NE,2018.0,-114.002034390782,51.06682750549955,2
1596,Eastbound 16 Avenue approaching Centre Street N,2018.0,-114.063539859481,51.0668757894567,1
1597,Eastbound 16 Avenue approaching Deerfoot Trail NE,2018.0,-114.0322939813675,51.067124651674604,2
1598,Eastbound 16 Avenue approaching Stoney Trail NW,2018.0,-114.232421018031,51.0887859200869,1
1599,Eastbound 16 Avenue approaching Valley Ridge Boulevard NW,2018.0,-114.254118149305,51.088485468080904,1
1600,Eastbound 16 Avenue at 10 Street NW,2018.0,-114.08531608707351,51.0668304606667,2
1601,Eastbound 16 Avenue at 12 Street NW,2018.0,-114.089835485221,51.0668196136688,1
1602,Eastbound 16 Avenue at 14 Street NW,2018.0,-114.096037227896,51.067017760541496,1
1603,Eastbound 16 Avenue at 17 Street NW,2018.0,-114.102058236973,51.0669486073504,2
1604,Eastbound 16 Avenue at 19 Street NE,2018.0,-114.0157665392735,51.06688086695537,4
1605,Eastbound 16 Avenue at 2 Street NE,2018.0,-114.057609559242,51.066841734961,1
1606,Eastbound 16 Avenue at 29 Street NW,2018.0,-114.12992091551949,51.06818648430245,2
1607,Eastbound 16 Avenue at 36 Street NE,2018.0,-113.986614451906,51.0668339483459,1
1608,Eastbound 16 Avenue at 4 Street NW,2018.0,-114.071597618032,51.06683751051229,1
1609,Eastbound 16 Avenue at 43 Street NW,2018.0,-114.157961792466,51.06789422461971,1
1610,Eastbound 16 Avenue at 46 Street NW,2018.0,-114.162739059958,51.071473214330204,1
1611,Eastbound 16 Avenue at 52 Street NE,2018.0,-113.95648335670049,51.0669561369551,2
1612,Eastbound 16 Avenue at Bowfort Road NW,2018.0,-114.2100131414445,51.083324652076,2
1613,Eastbound 16 Avenue at Centre Street N,2018.0,-114.063137195918,51.0668488587352,1
1614,Eastbound 16 Avenue at Crowchild Trail NW,2018.0,-114.11858556114935,51.06696541704923,3
1615,Eastbound 16 Avenue at Deerfoot Trail NE,2018.0,-114.02781033902576,51.06700288054326,8
1616,Eastbound 16 Avenue at Edmonton Trail NE,2018.0,-114.05629132231252,51.06684291654925,2
1617,Eastbound 16 Avenue at Monserrat Drive NW,2018.0,-114.176795653791,51.0769184467386,1
1618,Eastbound 16 Avenue at Stoney Trail NW,2018.0,-114.22871032043699,51.089369206461605,1
1619,Eastbound 16 Avenue east of 1 Street NW,2018.0,-114.064996451672,51.066999136413706,1
1620,Eastbound 16 Avenue east of 36 Street NE,2018.0,-113.97965137196968,51.06689945064067,3
1621,Eastbound 16 Avenue east of 52 Street NE,2018.0,-113.963310837195,51.0671044015668,1
1622,Eastbound 16 Avenue east of Deerfoot Trail NE,2018.0,-114.02271448953998,51.0666404879174,1
1623,Eastbound 16 Avenue east of Stoney Trail NE,2018.0,-113.929731671065,51.0670302472081,1
1624,Eastbound 16 Avenue exit at 36 Street NE,2018.0,-113.983250094358,51.0667172778874,1
1625,Eastbound 16 Avenue onto Southbound 52 Street NE,2018.0,-113.959126069685,51.0662567229432,1
1626,Eastbound 16 Avenue onto Southbound Stoney Trail NE,2018.0,-113.92185892299601,51.0642057194873,1
1627,Eastbound 16 Avenue past 36 Street NE,2018.0,-113.9783581064135,51.06693082909415,4
1628,Eastbound 16 Avenue past 52 Street NE,2018.0,-113.968271330888,51.0671497229161,1
1629,Eastbound 16 Avenue past Deerfoot Trail NE,2018.0,-114.02103461536933,51.06807469718745,6
1630,Eastbound 16 Avenue ramp onto Canada Olympic Drive NW,2018.0,-114.209763555557,51.0830341962348,1
1631,Eastbound 16 Avenue west of 14 Street NW,2018.0,-114.096037227896,51.067017760541496,1
1632,Eastbound 16 Avenue west of Stoney Trail NW,2018.0,-114.08650625778,51.0776921624843,2
1633,Eastbound 162 Avenue and Somercrest Street SW,2018.0,-114.089798410303,50.903680795503,1
1634,Eastbound 17 Avenue and 19 Street SW,2018.0,-114.10630802218,51.037827956432295,1
1635,Eastbound 17 Avenue and 26 Street SE,2018.0,-113.99796901856199,51.037819652399705,2
1636,Eastbound 17 Avenue and 29 Street SW,2018.0,-114.129546341432,51.0378050478859,1
1637,Eastbound 17 Avenue and Centre Street NE,2018.0,-114.062275271153,51.067889968656395,1
1638,Eastbound 17 Avenue and Deerfoot Trail SE,2018.0,-114.00861199153098,51.037035087453795,1
1639,Eastbound 17 Avenue and Radisson Drive SE,2018.0,-113.98669807796999,51.037890201734896,1
1640,Eastbound 17 Avenue and Richmond Road SW,2018.0,-114.112328836434,51.0370673657691,1
1641,Eastbound 17 Avenue and Sarcee Trail SW,2018.0,-114.16640156683201,51.0393493012379,2
1642,Eastbound 17 Avenue and Scarboro Avenue SW,2018.0,-114.09932420795401,51.037830324574095,1
1643,Eastbound 17 Avenue and Stoney Trail SE,2018.0,-113.92810508757,51.03770307461579,1
1644,Eastbound 17 Avenue approaching Deerfoot Trail SE,2018.0,-114.007945685374,51.0369329212514,1
1645,Eastbound 17 Avenue at 19 Street SE,2018.0,-114.01844727426099,51.0375822334058,1
1646,Eastbound 17 Avenue at 24 Street SW,2018.0,-114.11790685179301,51.037810987215394,1
1647,Eastbound 17 Avenue at 26 Street SW,2018.0,-114.123648174586,51.0378078409054,1
1648,Eastbound 17 Avenue at 36 Street SW,2018.0,-114.139741444132,51.0377996853001,1
1649,Eastbound 17 Avenue at 42 Street SE,2018.0,-113.97299648417851,51.0378993009857,2
1650,Eastbound 17 Avenue at 61 Street SE,2018.0,-113.943349411742,51.0379184918486,1
1651,Eastbound 17 Avenue at 70 Street SE,2018.0,-113.930224045457,51.0378886486687,1
1652,Eastbound 17 Avenue at Crowchild Trail SW,2018.0,-114.112554450363,51.0377345475994,1
1653,Eastbound 17 Avenue at Deerfoot Trail SE,2018.0,-114.002984107288,51.03695757163955,2
1654,Eastbound 17 Avenue at Stoney Trail SE,2018.0,-113.924017539472,51.0376599449109,1
1655,Eastbound 17 Avenue east of Stoney Trail SE,2018.0,-113.925337126713,51.03768429458825,2
1656,Eastbound 17 Avenue west of 14 Street SW,2018.0,-114.095797767947,51.03781834532761,1
1657,Eastbound 17 Trail approaching Stoney Trail SE,2018.0,-113.92975457915199,51.03775001526589,1
1658,Eastbound 2 Street and 16 Avenue NW,2018.0,-114.067449745282,51.0670006233309,1
1659,Eastbound 24 Avenue approaching Crowchild Trail NW,2018.0,-114.119628020788,51.0743021059689,1
1660,Eastbound 25 Avenue east of Macleod Trail SW,2018.0,-114.05980730065001,51.030508825440904,1
1661,Eastbound 32 Avenue and 12 Street NE,2018.0,-114.029899625916,51.0814024557717,1
1662,Eastbound 32 Avenue and 36 Street NE,2018.0,-113.98232605381901,51.08154994667561,1
1663,Eastbound 32 Avenue and 56 Street NE,2018.0,-113.953004867024,51.081458053481995,1
